split,model,canonical_perturbation,mse,mae,delta_pearson,cosine
validation,matching_single_mean,FEV+MAP7D1,0.0027881385578986152,0.016146875798970502,0.9260399729674035,0.9266836120466116
validation,matching_single_mean,FOXA1+KLF1,0.0016535353439949055,0.013081184113268111,0.8599593859631478,0.8589108518745556
validation,matching_single_mean,FOXA3+FOXF1,0.001857410235088554,0.015314610176873432,0.8963427822339091,0.894435793314587
validation,matching_single_mean,FOXL2+HOXB9,0.0039523299994314,0.021919465922675307,0.9199127473856601,0.9203446055098812
validation,matching_single_mean,IER5L+LYL1,0.0018420659224176285,0.013571523796725582,0.9182903501589756,0.9181303855773123
validation,matching_single_mean,IGDCC3+MAPK1,0.0007169701738675388,0.008568553846598423,0.8377807652753277,0.8377803470993364
validation,matching_single_mean,IGDCC3+ZBTB25,0.0031289068501445644,0.01706943910665215,0.9451115109319096,0.9451360695364789
validation,matching_single_mean,KLF1+TGFBR2,0.0010211429430544907,0.008615079646831577,0.9580122952368162,0.957959377221653
validation,matching_single_mean,MAPK1+PRTG,0.0009375834151816785,0.00957268223143222,0.8208771407919659,0.8212952768335456
validation,matching_single_mean,OSR2+UBASH3B,0.00042794848811020687,0.006512693461154815,0.7817730755111251,0.7844246495633735
validation,matching_single_mean,PTPN12+PTPN9,0.0019944385295599374,0.012538295560073324,0.9428379361967574,0.9429176167003936
validation,matching_single_mean,PTPN12+UBASH3A,0.004272026425479506,0.017043003422366018,0.9049772544981859,0.9050550125308282
validation,matching_single_mean,PTPN12+UBASH3B,0.0025495152876622296,0.013578384122502025,0.9412703782692843,0.941301505258861
validation,matching_single_mean,SAMD1+UBASH3B,0.0021028456176643085,0.013751506024141432,0.9530746202532681,0.9530773766223066
validation,matching_single_mean,SNAI1+ZBTB10,0.005731062330006652,0.025850433446921266,0.9065171722149878,0.9068335794423625
validation,additive,BAK1+KLF1,0.00020102766394163306,0.005545071016950535,0.9723498441716126,0.9723789697701652
validation,additive,BAK1+TMSB4X,0.00023800863056451984,0.006225496961963698,0.9214923814600842,0.9214924300461776
validation,additive,BPGM+ZBTB1,0.0009915345264469525,0.010271157123259805,0.9633481546690973,0.9630507179241972
validation,additive,CBFA2T3+FEV,0.005537815446002957,0.023865590936469325,0.8478190837522964,0.8493522738550632
validation,additive,CEBPA+CEBPE,0.010097995831433396,0.03351938441952581,0.9799155251617331,0.9801712839725799
validation,additive,CEBPA+ZC3HAV1,0.0020825440159396714,0.017811269141878326,0.9755717356306493,0.9757931317139786
validation,additive,CEBPB+CEBPE,0.0043782343200201145,0.022501761228367237,0.9420451730443334,0.942793432036618
validation,additive,COL2A1+KLF1,0.0018731401421018291,0.01333707894195685,0.8609214832437936,0.8616068597314578
validation,additive,ETS2+IGDCC3,0.0010333935332065846,0.01062941988728267,0.8603358067657473,0.8606607985438914
validation,additive,ETS2+PRTG,0.0009325690642003622,0.009916962225796612,0.8885888953378731,0.8886472049972738
validation,additive,FEV+ISL2,0.0016932580584918908,0.01411006153411367,0.9249110720222824,0.925747193872373
validation,additive,FEV+MAP7D1,0.0010704342283876817,0.011684143281370253,0.9260399729674035,0.9266836120466116
validation,additive,FOXA1+KLF1,0.001198536924605994,0.011509864621772838,0.8599593859631478,0.8589108518745556
validation,additive,FOXA3+FOXF1,0.0009434911474707022,0.012114882276405165,0.8963427822339091,0.894435793314587
validation,additive,FOXL2+HOXB9,0.00156553652917206,0.015208126216142785,0.9199127473856601,0.9203446055098812
validation,additive,IER5L+LYL1,0.0009000052805206901,0.01077527489339608,0.9182903501589756,0.9181303855773123
validation,additive,IGDCC3+MAPK1,0.001956261941993489,0.01402969162715638,0.8377807652753277,0.8377803470993364
validation,additive,IGDCC3+ZBTB25,0.0009735387400578537,0.011673578092440854,0.9451115109319096,0.9451360695364789
validation,additive,KLF1+TGFBR2,0.00036557223493600044,0.007234718192917641,0.9580122952368162,0.957959377221653
validation,additive,MAPK1+PRTG,0.0021443158509424584,0.014527499004710343,0.8208771407919659,0.8212952768335456
validation,additive,OSR2+UBASH3B,0.00112578360844998,0.011659353909495941,0.7817730755111251,0.7844246495633735
validation,additive,PTPN12+PTPN9,0.0006585432958992368,0.009458391369517179,0.9428379361967574,0.9429176167003936
validation,additive,PTPN12+UBASH3A,0.002118258728799579,0.013226867562543631,0.9049772544981859,0.9050550125308282
validation,additive,PTPN12+UBASH3B,0.0008197354487361985,0.009498384747728121,0.9412703782692843,0.941301505258861
validation,additive,SAMD1+UBASH3B,0.0006177498932904824,0.00915911297934014,0.9530746202532681,0.9530773766223066
validation,additive,SNAI1+ZBTB10,0.002850155728583449,0.020494658995962197,0.9065171722149878,0.9068335794423625
validation,ridge_multihot_main_effects,BAK1+KLF1,0.0004842726455901331,0.008390511303683125,0.9191066580582649,0.9186764313897087
validation,ridge_multihot_main_effects,BAK1+TMSB4X,0.00037220294536868077,0.007326337033331027,0.8707569347913223,0.870754112094486
validation,ridge_multihot_main_effects,BPGM+ZBTB1,0.0005280499230181404,0.009123749957436537,0.9583636611179399,0.9579336884978177
validation,ridge_multihot_main_effects,CBFA2T3+FEV,0.005688051802391901,0.024236335658636844,0.8566863098958278,0.8582714383616123
validation,ridge_multihot_main_effects,CEBPA+CEBPE,0.004005677143476582,0.020520448254862843,0.9681654534446873,0.9685719432067288
validation,ridge_multihot_main_effects,CEBPA+ZC3HAV1,0.0017452579728765808,0.01627443167259133,0.9675690493785826,0.9678593064721812
validation,ridge_multihot_main_effects,CEBPB+CEBPE,0.0017494434441789504,0.0160084847157108,0.9551209420052568,0.9557788321802596
validation,ridge_multihot_main_effects,COL2A1+KLF1,0.0017520275194683494,0.014060838517758453,0.8392805217562054,0.8398041850648383
validation,ridge_multihot_main_effects,ETS2+IGDCC3,0.000935746218064205,0.009871253407563256,0.8151662312902783,0.8154201402318072
validation,ridge_multihot_main_effects,ETS2+PRTG,0.0009282367605772198,0.0099208457322929,0.8495258792119463,0.849094576913823
validation,ridge_multihot_main_effects,FEV+ISL2,0.0018708846567416927,0.01479135403078414,0.9248772342920306,0.9257458100783558
validation,ridge_multihot_main_effects,FEV+MAP7D1,0.0007655136422822843,0.009999991519111478,0.948874883505468,0.9492888238641338
validation,ridge_multihot_main_effects,FOXA1+KLF1,0.001128871716086809,0.011566936708909282,0.8626829657720807,0.8626522553165614
validation,ridge_multihot_main_effects,FOXA3+FOXF1,0.0007149483395226028,0.010668306936609787,0.9267576942180836,0.9265525022106632
validation,ridge_multihot_main_effects,FOXL2+HOXB9,0.001537442063764637,0.015116958744730942,0.9328147639940797,0.9332939830303479
validation,ridge_multihot_main_effects,IER5L+LYL1,0.0010836963359509573,0.011958071188469852,0.9045631710096593,0.9044167168394596
validation,ridge_multihot_main_effects,IGDCC3+MAPK1,0.0009970807887441334,0.01022124526541591,0.8361911106316289,0.8362045176249004
validation,ridge_multihot_main_effects,IGDCC3+ZBTB25,0.0009979195680099942,0.011624859303792676,0.9592259153606314,0.9592112298874124
validation,ridge_multihot_main_effects,KLF1+TGFBR2,0.000499226521959238,0.008484000015301842,0.9343074432021217,0.9336942502269291
validation,ridge_multihot_main_effects,MAPK1+PRTG,0.0011812656398023686,0.01096142710137802,0.8142429040672805,0.8146991486238772
validation,ridge_multihot_main_effects,OSR2+UBASH3B,0.0010847030701468766,0.011116430858355978,0.7226196667520363,0.7260884107612244
validation,ridge_multihot_main_effects,PTPN12+PTPN9,0.0006521590996505985,0.009404204012335493,0.9465106146931547,0.9460738727123633
validation,ridge_multihot_main_effects,PTPN12+UBASH3A,0.00144289117964351,0.012123525140127843,0.9449905697123633,0.9449335107919904
validation,ridge_multihot_main_effects,PTPN12+UBASH3B,0.0007108963629734265,0.010056823888240852,0.9487357865107119,0.9484161006176122
validation,ridge_multihot_main_effects,SAMD1+UBASH3B,0.0003407185441988451,0.007746753698427149,0.9747417608687958,0.9747379694040091
validation,ridge_multihot_main_effects,SNAI1+ZBTB10,0.002606753141895263,0.019488352448448338,0.9209546833034843,0.9214382720145006
test,control_only,AHR+KLF1,0.004283381335147478,0.01499957382240557,,
test,control_only,C3orf72+FOXL2,0.005938927209904181,0.02638573430967064,,
test,control_only,CBFA2T3+POU3F2,0.00451304508255929,0.021759879799557996,,
test,control_only,CBFA2T3+PRDM1,0.013466859244105312,0.03651137252667059,,
test,control_only,CBL+CNN1,0.012436365152139613,0.027495955628290186,,
test,control_only,CEBPA+CEBPB,0.03282782049705606,0.05966500142237741,,
test,control_only,CEBPB+LYL1,0.004538889508013196,0.020495431109508883,,
test,control_only,CEBPE+FOSB,0.017846860552300732,0.04245312982152592,,
test,control_only,CEBPE+PTPN12,0.0024444159571353936,0.014674387463466212,,
test,control_only,CEBPE+SET,0.004200455423063008,0.017928848370280425,,
test,control_only,CEBPE+ZC3HAV1,0.001778520705355142,0.011677853639499391,,
test,control_only,DLX2+SNAI1,0.009413914076099249,0.03014789143711341,,
test,control_only,DUSP9+ETS2,0.004152217458053925,0.016549303288420306,,
test,control_only,FOXA1+FOXL2,0.005879311678354914,0.025470604588318683,,
test,control_only,FOXA3+FOXL2,0.01307491754917376,0.038635619116374115,,
test,control_only,FOXA3+HOXB9,0.009533998982914247,0.032377176713364014,,
test,control_only,FOXF1+FOXL2,0.008633016812998735,0.030943294108242033,,
test,control_only,FOXF1+HOXB9,0.005639072665947941,0.024655558122204515,,
test,control_only,FOXL2+MEIS1,0.004745239936635247,0.02258423639516052,,
test,control_only,FOXL2+POU3F2,0.007670075080100493,0.027959601148448837,,
test,control_only,IKZF3+MAPK1,0.00761871380128362,0.024682263202968763,,
test,control_only,KLF1+MAP2K6,0.002944189006848929,0.01301741447435844,,
test,control_only,MAP2K3+MAP2K6,0.0009168683911417747,0.008858417739081229,,
test,control_only,SGK1+TBX3,0.006861413782279424,0.018977326683327907,,
test,control_only,SNAI1+UBASH3B,0.0026050678009574358,0.015425101005206119,,
test,control_only,TBX2+TBX3,0.005640300149076015,0.016510530001933612,,
test,train_condition_balanced_perturbed_mean,AHR+KLF1,0.004155129829729098,0.017725030957307864,0.29353380197317097,0.2979257199417049
test,train_condition_balanced_perturbed_mean,C3orf72+FOXL2,0.003563139567928477,0.021327417014117937,0.6653152648512164,0.6652780124650155
test,train_condition_balanced_perturbed_mean,CBFA2T3+POU3F2,0.002189024527925583,0.015353676469574225,0.7507854786317132,0.7522790275003316
test,train_condition_balanced_perturbed_mean,CBFA2T3+PRDM1,0.007844603728792893,0.028974672177231594,0.8364083492728249,0.8372549956825222
test,train_condition_balanced_perturbed_mean,CBL+CNN1,0.008234366902560337,0.02263012611637094,0.6945035819833335,0.6912242599906745
test,train_condition_balanced_perturbed_mean,CEBPA+CEBPB,0.027718432716845723,0.054229176146844776,0.49229775165274076,0.49623979082242453
test,train_condition_balanced_perturbed_mean,CEBPB+LYL1,0.002908593334091267,0.015449061631140688,0.6020153193250384,0.6045772078980277
test,train_condition_balanced_perturbed_mean,CEBPE+FOSB,0.014393648478931887,0.0370952066388791,0.4937948950538465,0.4977804185975916
test,train_condition_balanced_perturbed_mean,CEBPE+PTPN12,0.0016030204853719086,0.011730463342308664,0.5966516046220199,0.5982759521415175
test,train_condition_balanced_perturbed_mean,CEBPE+SET,0.003932625868459954,0.0162468050749615,0.32983916841670885,0.3312953655957495
test,train_condition_balanced_perturbed_mean,CEBPE+ZC3HAV1,0.002812396629014019,0.015127366182624398,0.07009914753918636,0.07281716792717793
test,train_condition_balanced_perturbed_mean,DLX2+SNAI1,0.006810980183528399,0.02538647279278443,0.5627138144629307,0.561504657880578
test,train_condition_balanced_perturbed_mean,DUSP9+ETS2,0.0023461837048552184,0.012866350972591624,0.6692193012657114,0.6706529622884015
test,train_condition_balanced_perturbed_mean,FOXA1+FOXL2,0.003229714203849566,0.018720477645275225,0.7173078369219489,0.7191209692619172
test,train_condition_balanced_perturbed_mean,FOXA3+FOXL2,0.008586599108370632,0.03164164462296807,0.7076427077421615,0.709529935814725
test,train_condition_balanced_perturbed_mean,FOXA3+HOXB9,0.0054620686862723875,0.024496502120616576,0.769379193029217,0.7706262582242694
test,train_condition_balanced_perturbed_mean,FOXF1+FOXL2,0.00529689555399221,0.023783403115062773,0.6959200852230975,0.6978965234720581
test,train_condition_balanced_perturbed_mean,FOXF1+HOXB9,0.0030406922909266406,0.017577189959119034,0.7228694508275961,0.7246381847200517
test,train_condition_balanced_perturbed_mean,FOXL2+MEIS1,0.002383692805296558,0.015946749058334753,0.7397167563315503,0.7413435833239798
test,train_condition_balanced_perturbed_mean,FOXL2+POU3F2,0.003988676765233786,0.020368472201219488,0.7949217437527542,0.7961404030716682
test,train_condition_balanced_perturbed_mean,IKZF3+MAPK1,0.004224750464767229,0.01851420121261114,0.7508019403883451,0.7522694583225622
test,train_condition_balanced_perturbed_mean,KLF1+MAP2K6,0.0036393564089090887,0.01793805000704483,0.14269066441365427,0.1448350604899702
test,train_condition_balanced_perturbed_mean,MAP2K3+MAP2K6,0.002920376785215843,0.016481848378492574,-0.3530528631026364,-0.3512458924059333
test,train_condition_balanced_perturbed_mean,SGK1+TBX3,0.004613667950364503,0.013330009036710005,0.5981706501416021,0.5970918541139707
test,train_condition_balanced_perturbed_mean,SNAI1+UBASH3B,0.0013095096477870405,0.011886669075347597,0.7106706004768029,0.7053181778755097
test,train_condition_balanced_perturbed_mean,TBX2+TBX3,0.00463341078361397,0.014487203565577903,0.42894956182885274,0.4250060364346369
test,matching_single_mean,AHR+KLF1,0.0010679395120861597,0.009355891629349,0.9126199200646296,0.9132804930437891
test,matching_single_mean,C3orf72+FOXL2,0.0022181769378064957,0.017700999610067384,0.8049998320554554,0.8048903561740812
test,matching_single_mean,CBFA2T3+POU3F2,0.002032518557133335,0.015384840976992819,0.878498909554336,0.8787665299790709
test,matching_single_mean,CBFA2T3+PRDM1,0.0063788217781978705,0.02645334744035834,0.8751888432783417,0.8756073559478128
test,matching_single_mean,CBL+CNN1,0.004995154402373548,0.018525766248830663,0.920509083785941,0.9203845363394249
test,matching_single_mean,CEBPA+CEBPB,0.003916447545593707,0.02340302453384309,0.9639072168436349,0.9644240780145418
test,matching_single_mean,CEBPB+LYL1,0.0012129589223443147,0.011152782089791483,0.8701031584942748,0.8712148034256822
test,matching_single_mean,CEBPE+FOSB,0.00531577878846506,0.024450340017853445,0.9400210865168354,0.9407695749700459
test,matching_single_mean,CEBPE+PTPN12,0.0006829246302268308,0.00926703182903548,0.8617763543615947,0.8618818963864561
test,matching_single_mean,CEBPE+SET,0.0013544142297047122,0.012156986413913516,0.8373417913348837,0.8370545009789699
test,matching_single_mean,CEBPE+ZC3HAV1,0.0006806109446594676,0.009281856887142975,0.8470684850263017,0.8469395948186866
test,matching_single_mean,DLX2+SNAI1,0.00412840009670303,0.021319018026524694,0.8787642991445159,0.8786172217549771
test,matching_single_mean,DUSP9+ETS2,0.001282033387932892,0.009349789866971044,0.8771116365592465,0.8773495660225435
test,matching_single_mean,FOXA1+FOXL2,0.0022641870579320996,0.016802793368385492,0.8980871300632159,0.8971453241512862
test,matching_single_mean,FOXA3+FOXL2,0.006505726911832624,0.02818293226200579,0.8784741465492744,0.8780108298283436
test,matching_single_mean,FOXA3+HOXB9,0.003859616153306022,0.0212092875654803,0.9301514796155702,0.929904777656764
test,matching_single_mean,FOXF1+FOXL2,0.004258981057908407,0.022539959830038838,0.8968319562969015,0.8954792659503902
test,matching_single_mean,FOXF1+HOXB9,0.0022873260712022478,0.016458471538348465,0.926911588514165,0.9267430155739682
test,matching_single_mean,FOXL2+MEIS1,0.0017960093892591487,0.014811273311567896,0.9226996675450919,0.9228656507036901
test,matching_single_mean,FOXL2+POU3F2,0.003107183964307353,0.018452970697944344,0.9148800168387057,0.9151187358635724
test,matching_single_mean,IKZF3+MAPK1,0.0015013383592365603,0.011332287770141124,0.9307150089266762,0.9311975625243197
test,matching_single_mean,KLF1+MAP2K6,0.000659151732328968,0.007031784948712073,0.9492314470946942,0.949291824012098
test,matching_single_mean,MAP2K3+MAP2K6,0.00012251844704795262,0.0041267077255163955,0.934981897500778,0.9347145695286198
test,matching_single_mean,SGK1+TBX3,0.001746059979609281,0.010382541149889435,0.9560494737655043,0.9556790950692448
test,matching_single_mean,SNAI1+UBASH3B,0.000739803056675234,0.009110622904068224,0.9259667730791714,0.9255057623941761
test,matching_single_mean,TBX2+TBX3,0.0008969475020074542,0.007075792585696834,0.9792237516510389,0.9792158112554663
test,additive,AHR+KLF1,0.0011933762603880268,0.011595934841467297,0.9126199200646296,0.9132804930437891
test,additive,C3orf72+FOXL2,0.003652407878882252,0.021894732972649555,0.8049998320554554,0.8048903561740812
test,additive,CBFA2T3+POU3F2,0.001046904286006137,0.011896677712053756,0.878498909554336,0.8787665299790709
test,additive,CBFA2T3+PRDM1,0.003290210347362509,0.020235012043536484,0.8751888432783417,0.8756073559478128
test,additive,CBL+CNN1,0.001975431956751268,0.013683027778324308,0.920509083785941,0.9203845363394249
test,additive,CEBPA+CEBPB,0.011164970384663955,0.036358769736093186,0.9639072168436349,0.9644240780145418
test,additive,CEBPB+LYL1,0.0024526961801246455,0.017180381039223015,0.8701031584942748,0.8712148034256822
test,additive,CEBPE+FOSB,0.0021817870169676653,0.016756047120534277,0.9400210865168354,0.9407695749700459
test,additive,CEBPE+PTPN12,0.003917937293079264,0.021327838828515848,0.8617763543615947,0.8618818963864561
test,additive,CEBPE+SET,0.006726432602565313,0.02739972517342461,0.8373417913348837,0.8370545009789699
test,additive,CEBPE+ZC3HAV1,0.004395104459774863,0.022116172304207572,0.8470684850263017,0.8469395948186866
test,additive,DLX2+SNAI1,0.002160998513632268,0.01680406088664438,0.8787642991445159,0.8786172217549771
test,additive,DUSP9+ETS2,0.001373303429186933,0.011438030754065931,0.8771116365592465,0.8773495660225435
test,additive,FOXA1+FOXL2,0.0011510277288153772,0.012702802446114273,0.8980871300632159,0.8971453241512862
test,additive,FOXA3+FOXL2,0.0033229956373658108,0.02143936158577664,0.8784741465492744,0.8780108298283436
test,additive,FOXA3+HOXB9,0.0014018821411042163,0.01396074699853925,0.9301514796155702,0.929904777656764
test,additive,FOXF1+FOXL2,0.0020259565932534375,0.016574920070222734,0.8968319562969015,0.8954792659503902
test,additive,FOXF1+HOXB9,0.0008543758272405693,0.011247643904796741,0.926911588514165,0.9267430155739682
test,additive,FOXL2+MEIS1,0.0007101830870356037,0.010331380583194633,0.9226996675450919,0.9228656507036901
test,additive,FOXL2+POU3F2,0.0012842657466200773,0.012770362294761646,0.9148800168387057,0.9151187358635724
test,additive,IKZF3+MAPK1,0.002385134912695384,0.015832076754984433,0.9307150089266762,0.9311975625243197
test,additive,KLF1+MAP2K6,0.00046355555505848034,0.007636885228287027,0.9492314470946942,0.949291824012098
test,additive,MAP2K3+MAP2K6,0.0006504474611028636,0.008648359655985852,0.934981897500778,0.9347145695286198
test,additive,SGK1+TBX3,0.0007224172675897988,0.009824226330628308,0.9560494737655043,0.9556790950692448
test,additive,SNAI1+UBASH3B,0.00045410083279093504,0.00848518245295712,0.9259667730791714,0.9255057623941761
test,additive,TBX2+TBX3,0.0007146447450644482,0.008701475904480342,0.9792237516510389,0.9792158112554663
test,ridge_multihot_main_effects,AHR+KLF1,0.0015517587552747198,0.013080089689507838,0.865629201771966,0.866387735444861
test,ridge_multihot_main_effects,C3orf72+FOXL2,0.0027147207208193247,0.019345588555309448,0.8029088491145449,0.8028237186127102
test,ridge_multihot_main_effects,CBFA2T3+POU3F2,0.001535844053307975,0.01396378515526808,0.838102946159128,0.8387063740184811
test,ridge_multihot_main_effects,CBFA2T3+PRDM1,0.004235752480749053,0.022520822357789665,0.8605810781194279,0.8611252197353164
test,ridge_multihot_main_effects,CBL+CNN1,0.0007167884861144588,0.009125629622187471,0.9740174478278952,0.9738746929575659
test,ridge_multihot_main_effects,CEBPA+CEBPB,0.005526387134671774,0.02703336983180007,0.9650934105624717,0.9655837619877403
test,ridge_multihot_main_effects,CEBPB+LYL1,0.0015057281822467507,0.014161806184723466,0.8611459556405057,0.8623784107606668
test,ridge_multihot_main_effects,CEBPE+FOSB,0.0027320871302337923,0.018919076567413685,0.9299808483269312,0.9308623817314461
test,ridge_multihot_main_effects,CEBPE+PTPN12,0.0005828741319089816,0.009229317773812097,0.9109162842348252,0.9111076339134072
test,ridge_multihot_main_effects,CEBPE+SET,0.0022569886257237837,0.016616393289268942,0.8645889758113847,0.8636616768992891
test,ridge_multihot_main_effects,CEBPE+ZC3HAV1,0.0011257828217154015,0.011558991201760004,0.9107782481833642,0.9104602888606471
test,ridge_multihot_main_effects,DLX2+SNAI1,0.0016005063858258006,0.015383132784361733,0.9148354656834218,0.9144501943611671
test,ridge_multihot_main_effects,DUSP9+ETS2,0.001003150289699895,0.01022411509964813,0.8837492531188449,0.8831306550447109
test,ridge_multihot_main_effects,FOXA1+FOXL2,0.0006319044473018686,0.010074292882190411,0.9445787975916482,0.9447404312972414
test,ridge_multihot_main_effects,FOXA3+FOXL2,0.0036201864893884252,0.022075479097691406,0.8916773874908025,0.8915288782099071
test,ridge_multihot_main_effects,FOXA3+HOXB9,0.001118273690244986,0.012482550266093078,0.9619648737499653,0.9621209300920494
test,ridge_multihot_main_effects,FOXF1+FOXL2,0.0020422176247570597,0.01643547958871256,0.9170380436148303,0.9164508766969713
test,ridge_multihot_main_effects,FOXF1+HOXB9,0.0006544948539097857,0.010006006651722459,0.9485395815806911,0.948966157300894
test,ridge_multihot_main_effects,FOXL2+MEIS1,0.0008879159771599548,0.01135402770571351,0.9230115242138353,0.9231589380407703
test,ridge_multihot_main_effects,FOXL2+POU3F2,0.001558902364999369,0.013845129193881273,0.9170961694469698,0.9172821432890893
test,ridge_multihot_main_effects,IKZF3+MAPK1,0.0006703437623432673,0.009205599579305916,0.9595452031137998,0.9598115213209859
test,ridge_multihot_main_effects,KLF1+MAP2K6,0.0009521667336909207,0.011452465801253106,0.8633654079323007,0.8624057214956166
test,ridge_multihot_main_effects,MAP2K3+MAP2K6,0.0007961232893028517,0.009783035784586468,0.8767851032845173,0.8760800383462116
test,ridge_multihot_main_effects,SGK1+TBX3,0.00045190038605391624,0.00793474695213699,0.9678797450239495,0.9677408426709926
test,ridge_multihot_main_effects,SNAI1+UBASH3B,0.0007707456862293897,0.010469370574804899,0.9019616363348026,0.8991325388423406
test,ridge_multihot_main_effects,TBX2+TBX3,0.0003511049678161545,0.006799020816147724,0.9758246731846513,0.9758479401502448
